X,Y,OBJECTID,CRSH_ID,DATE_VAL_Y,DATE_VAL_M,DATE_VAL_1,DATE_VAL_D,DAY_OF_WEE,DAY_OF_W_1,MILT_TIME,CASE_NUM,CRSH_TYPE_,CRASH_TYPE,CRSH_LEVL,PRIMARY_CA,PRIMARY__1,SECONDARY_,SECONDARY1,LATITUDE,LONGITUDE,StreetID
1448801.430231,494004.590856001,5790,1133410,2022,2,February,11,6,Friday,2350,20220211235600,2,Ran off road left,2,11,Crossed centerline/going wrong way,,,35.093318,-80.842819,
1481985.81648101,553907.458356008,5791,1135239,2022,3,March,3,5,Thursday,2022,20220303202200,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.259529,-80.735398,
1418433.30148101,505666.542106003,5792,979128,2019,3,March,30,7,Saturday,1354,20190330135401,6,Crossed centerline/median,1,11,Crossed centerline/going wrong way,,,35.123764,-80.945087,
1459422.00648101,559430.676481009,5793,939109,2019,3,March,20,4,Wednesday,355,20190320035600,14,Pedestrian,2,20,Inattention,,,35.273595,-80.81131,
1439735.24023101,555314.751481012,5794,973427,2019,9,September,15,1,Sunday,100,20190915010001,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.261283,-80.876998,
1485473.57648101,511673.490231007,5795,989299,2019,8,August,25,1,Sunday,158,20190825015800,21,"Rear end, slow or stop",1,30,Alcohol use,,,35.143668,-80.721263,
1470118.102106,532680.81585601,5796,1056872,2020,7,July,15,4,Wednesday,1507,20200715150706,1,Ran off road right,1,32,Other*,,,35.200638,-80.773877,
1437329.17523101,547187.192731008,5797,1130208,2022,1,January,4,3,Tuesday,510,20220104051000,30,Angle,1,19,Failed to yield right of way,,,35.23883,-80.88454,
1410294.53710601,496370.152731001,5798,1121418,2021,10,October,7,5,Thursday,1602,20211007160300,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.097784,-80.971683,
1469336.58523101,516350.083981007,5799,968154,2019,4,April,8,2,Monday,1624,20190408162403,24,"Left turn, different roadways",1,19,Failed to yield right of way,,,35.155735,-80.775515,
1449271.293981,533281.290231004,5800,985447,2019,11,November,21,5,Thursday,1335,20191121133500,14,Pedestrian,2,8,Failure to reduce speed,,,35.201244,-80.843687,
1471227.758356,539497.685856014,5801,1006746,2019,12,December,14,7,Saturday,1139,20191214113900,1,Ran off road right,2,30,Alcohol use,,,35.21942,-80.77057,
1425991.45148101,512859.977731004,5802,1130035,2022,1,January,2,1,Sunday,442,20220102044201,14,Pedestrian,2,20,Inattention,,,35.14393,-80.92028,
1455062.05398101,470961.507731006,5803,1130334,2022,1,January,5,4,Wednesday,700,20220105130103,26,"Right turn, different roadways",2,33,Unable to determine,,,35.03033,-80.82048,
1433618.04648101,512509.567106009,5804,1204232,2023,3,March,4,7,Saturday,2146,20230304214602,14,Pedestrian,1,34,Unknown,,,35.14337,-80.89475,
1479861.37835601,580353.613981009,5805,1134529,2022,2,February,24,5,Thursday,1453,20220224145301,23,"Left turn, same roadway",2,20,Inattention,,,35.33208,-80.74407,
1485982.997106,570113.869606003,5806,1133011,2022,2,February,7,2,Monday,1842,20220207184201,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.304243,-80.722952,
1445976.774606,562297.415856004,5807,1026700,2020,6,June,7,1,Sunday,2252,20200607225300,14,Pedestrian,2,,,,,35.280788,-80.85653,
1484430.83210601,533104.067731008,5808,1231375,2023,10,October,19,5,Thursday,1810,20231019181002,14,Pedestrian,2,34,Unknown,,,35.202494,-80.725997,
1486082.087106,569943.251481012,5809,1005903,2020,2,February,1,7,Saturday,1920,20200201191904,14,Pedestrian,1,20,Inattention,,,35.303779,-80.72261,
1475715.17523101,526347.823356003,5810,1234475,2023,11,November,15,4,Wednesday,1309,20231113094701,28,"Sideswipe, same direction",2,20,Inattention,,,35.183513,-80.754769,
1457920.42523101,550403.423981011,5811,1131320,2022,1,January,19,4,Wednesday,1616,20220119161600,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.24872,-80.815787,
1471198.52210601,563007.782106012,5812,988761,2019,12,December,2,2,Monday,2345,20191202234503,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.284006,-80.772073,
1470920.26773101,550482.600231007,5813,969089,2019,8,August,24,7,Saturday,854,20190824085401,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.249583,-80.772256,
1450339.06648101,546648.558356002,5814,989312,2019,10,October,19,7,Saturday,236,20191019023603,14,Pedestrian,1,30,Alcohol use,,,35.238021,-80.840943,
1482786.930856,576385.64398101,5815,1221522,2023,8,August,2,4,Wednesday,1906,20230802190802,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.32132,-80.73403,
1451040.36460601,545024.461481005,5816,1227001,2023,9,September,15,6,Friday,1952,20230915195201,21,"Rear end, slow or stop",2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.233595,-80.838494,
1470743.68648101,537631.348981008,5817,1039601,2020,8,August,9,1,Sunday,2335,20200809233500,23,"Left turn, same roadway",2,11,Crossed centerline/going wrong way,,,35.214269,-80.772079,
1408271.215856,500089.106481001,5818,975569,2019,10,October,1,3,Tuesday,2316,20191001231700,24,"Left turn, different roadways",2,4,Disregarded traffic signals,,,35.10789,-80.978694,
1459377.23273101,474129.522106007,5819,1234570,2023,11,November,13,2,Monday,2112,20231113211201,1,Ran off road right,1,14,Overcorrected/oversteered,,,35.03925,-80.80626,
1447816.792731,549073.151481003,5820,1062762,2020,4,April,17,6,Friday,2121,20200417212100,1,Ran off road right,1,8,Failure to reduce speed,,,35.244553,-80.84954,
1473040.807731,584791.395231009,5821,1132620,2022,2,February,3,5,Thursday,2250,20220203200301,14,Pedestrian,2,20,Inattention,,,35.34394,-80.7672,
1452738.370856,574294.021481007,5822,1211610,2023,5,May,6,7,Saturday,245,20230506024503,27,Head on,1,6,Exceeded authorized speed limit,,,35.31409,-80.83462,
1449622.762106,542732.023356006,5823,1098865,2021,4,April,11,1,Sunday,342,20210411034203,14,Pedestrian,1,,,,,35.227225,-80.843098,
1414659.17523101,503399.06523101,5824,965763,2019,8,August,15,5,Thursday,2125,20190815212601,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.117331,-80.957557,
1473428.06523101,531273.589606002,5825,1069227,2021,1,January,7,5,Thursday,2229,20210107222901,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.196934,-80.762715,
1448851.31273101,543570.107731014,5826,1139320,2022,4,April,20,4,Wednesday,1115,20220420111503,30,Angle,2,33,Unable to determine,,,35.229488,-80.845733,
1463713.86023101,515678.057731003,5827,934844,2019,2,February,22,6,Friday,1330,20190222133002,21,"Rear end, slow or stop",2,19,Failed to yield right of way,,,35.153611,-80.794283,
1453156.040231,540279.107106,5828,1052972,2020,8,August,31,2,Monday,238,20200831023802,27,Head on,2,30,Alcohol use,,,35.220666,-80.831117,
1481440.430856,550483.002106011,5829,937050,2019,3,March,8,6,Friday,1509,20190308150905,2,Ran off road left,2,0,No contributing circumstance indicated,,,35.250095,-80.737024,
1461969.27023101,524219.632106006,5830,973262,2019,9,September,23,2,Monday,1612,20190923161202,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.17699,-80.800637,
1485247.418356,570369.437731013,5831,1220831,2023,7,July,27,5,Thursday,1800,20230727180001,21,"Rear end, slow or stop",2,20,Inattention,,,35.30491,-80.725432,
1464936.92710601,567522.180856004,5832,1090647,2021,4,April,20,3,Tuesday,1808,20210420180900,23,"Left turn, same roadway",2,4,Disregarded traffic signals,0,None (no unusual conditions),35.296099,-80.793325,
1440165.58523101,583703.011481002,5833,994060,2020,1,January,1,4,Wednesday,351,20200101035101,27,Head on,2,2,Disregarded stop sign,,,35.339292,-80.877355,
1442924.868356,542150.973356009,5834,1124031,2021,10,October,31,1,Sunday,1447,20211031144701,28,"Sideswipe, same direction",2,34,Unknown,,,35.225285,-80.865486,
1419836.25273101,579116.145231009,5835,1232561,2023,10,October,28,7,Saturday,47,20231028004702,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.325616,-80.945209,
1480709.463981,534065.177106008,5836,1075473,2020,10,October,6,3,Tuesday,2030,20201006203009,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.204956,-80.738509,
1453784.06835601,531790.203356013,5837,1135135,2022,3,March,2,4,Wednesday,1949,20220302194900,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.197377,-80.828491,
1475146.450856,550945.077106014,5838,1221126,2023,7,July,30,1,Sunday,1305,20230730130500,21,"Rear end, slow or stop",2,6,Exceeded authorized speed limit,,,35.25106,-80.75813,
1440978.98273101,534061.113981009,5839,1108384,2021,6,June,28,2,Monday,2051,20210628205101,24,"Left turn, different roadways",1,34,Unknown,,,35.20296,-80.87149,
1468313.73585601,532944.985856012,5840,1193955,2022,12,December,11,1,Sunday,2001,20221211200100,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.201275,-80.779932,
1447062.06710601,520135.575856,5841,1048794,2020,10,October,2,6,Friday,1134,20201002113403,30,Angle,2,4,Disregarded traffic signals,,,35.165017,-80.850261,
1416172.57023101,516225.375856012,5842,1183784,2022,9,September,27,3,Tuesday,230,20220927023200,14,Pedestrian,2,6,Exceeded authorized speed limit,,,35.152649,-80.953341,
1449896.42710601,538502.640231013,5843,1024683,2020,6,June,1,2,Monday,2047,20200601204704,13,Other non-collision*,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.21562,-80.841919,
1457050.95773101,572440.434606001,5844,989160,2019,12,December,9,2,Monday,619,20191209061900,5,Overturn/rollover,2,32,Other*,,,35.309216,-80.820052,
1487437.42273101,583436.734606013,5845,1034431,2019,12,December,15,1,Sunday,1839,20191215183901,2,Ran off road left,2,34,Unknown,,,35.340913,-80.718851,
1454517.16210601,545013.412731007,5846,1118264,2021,9,September,5,1,Sunday,207,20210905020700,27,Head on,1,6,Exceeded authorized speed limit,,,35.233741,-80.826852,
1414718.840231,555398.691481009,5847,1040487,2020,8,August,22,7,Saturday,1411,20200822141101,27,Head on,2,0,No contributing circumstance indicated,,,35.260185,-80.960792,
1482786.930856,576385.64398101,5848,1211642,2023,5,May,12,6,Friday,1230,20230512012702,30,Angle,2,20,Inattention,,,35.32132,-80.73403,
1432894.67585601,549984.703356013,5849,962335,2019,7,July,22,2,Monday,929,20190722092902,30,Angle,2,34,Unknown,,,35.246283,-80.899568,
1438039.75773101,525143.150231004,5850,1144194,2022,5,May,30,2,Monday,745,20220530074503,23,"Left turn, same roadway",1,9,Improper turn,,,35.178308,-80.880762,
1439587.92210601,549182.489606008,5851,1002495,2019,9,September,13,6,Friday,612,20190913061200,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.244429,-80.877103,
1432087.73960601,566301.438356012,5852,1014220,2020,2,February,17,2,Monday,1039,20200217103900,24,"Left turn, different roadways",1,19,Failed to yield right of way,,,35.291065,-80.903318,
1452052.386481,540089.092106014,5853,1029243,2020,6,June,27,7,Saturday,2105,20200627210600,14,Pedestrian,2,,,,,35.220088,-80.8348,
1413203.05273101,566161.048356012,5854,1122893,2021,10,October,21,5,Thursday,1213,20211021121302,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.289668,-80.966583,
1476110.745856,538872.62835601,5855,1204223,2023,3,March,8,4,Wednesday,1934,20230301193402,28,"Sideswipe, same direction",1,6,Exceeded authorized speed limit,,,35.217941,-80.754186,
1429283.513356,566164.598981008,5856,1128042,2021,12,December,11,7,Saturday,1322,20211211132200,28,"Sideswipe, same direction",1,20,Inattention,,,35.290541,-80.912705,
1467402.43835601,562005.980231002,5857,1077019,2021,1,January,1,6,Friday,23,20200101002302,21,"Rear end, slow or stop",1,7,Exceeded safe speed for conditions,,,35.281067,-80.784731,
1481747.36398101,516792.791481003,5858,1031883,2020,7,July,11,7,Saturday,1239,20200711123901,28,"Sideswipe, same direction",2,32,Other*,,,35.157554,-80.734025,
1450791.70835601,524048.12773101,5859,948399,2019,5,May,12,1,Sunday,423,20190512042300,1,Ran off road right,2,6,Exceeded authorized speed limit,,,35.175956,-80.838026,
1438297.980231,557283.97148101,5860,1177469,2022,10,October,14,6,Friday,538,20221014053800,21,"Rear end, slow or stop",2,20,Inattention,,,35.266618,-80.881937,
1466182.30273101,560469.265856013,5861,1092752,2021,1,January,6,4,Wednesday,1754,20210106175400,24,"Left turn, different roadways",1,6,Exceeded authorized speed limit,,,35.276785,-80.788726,
1472501.79773101,565412.464606002,5862,1228000,2023,9,September,23,7,Saturday,2120,20230923212003,27,Head on,2,4,Disregarded traffic signals,,,35.290676,-80.76785,
1472495.95398101,565402.740231007,5863,1118261,2021,9,September,5,1,Sunday,56,20210905005600,24,"Left turn, different roadways",1,33,Unable to determine,,,35.290649,-80.767869,
1484442.64210601,534264.290231004,5864,1024728,2020,6,June,9,3,Tuesday,1733,20200609173303,21,"Rear end, slow or stop",2,20,Inattention,,,35.205682,-80.726025,
1432102.67960601,553611.608356014,5865,1040872,2020,8,August,23,1,Sunday,2205,20200823220500,1,Ran off road right,2,38,Driver distracted by external distraction (outside the vehicle,,,35.256205,-80.902453,
1473475.930231,565328.517731011,5866,1213387,2023,5,May,26,6,Friday,1650,20230526165202,31,Backing up,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.290493,-80.764581,
1432129.86148101,556774.365231007,5867,1069776,2020,8,August,22,7,Saturday,1207,20200822120701,30,Angle,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.264895,-80.902565,
1440848.667106,554386.236481011,5868,1202886,2023,2,February,18,7,Saturday,1742,20230217174203,21,"Rear end, slow or stop",2,6,Exceeded authorized speed limit,,,35.25879,-80.87321,
1433685.855856,512240.000231013,5869,1174429,2022,9,September,20,3,Tuesday,625,20220920062702,21,"Rear end, slow or stop",2,8,Failure to reduce speed,,,35.142633,-80.894506,
1432274.682731,513245.055231005,5870,1075495,2021,2,February,6,7,Saturday,2210,20210206221000,1,Ran off road right,2,28,Visibility obstructed,,,35.14532,-80.89929,
1463196.56210601,580083.262106001,5871,1212799,2023,5,May,22,2,Monday,14,20230522001401,1,Ran off road right,2,14,Overcorrected/oversteered,,,35.33052,-80.79992,
1432701.50023101,537330.627106011,5872,1036582,2020,8,August,1,7,Saturday,1635,20200801163501,14,Pedestrian,2,0,No contributing circumstance indicated,,,35.21151,-80.899404,
1446571.39210601,556706.374606013,5873,961197,2019,7,July,18,5,Thursday,757,20190718075700,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.265459,-80.854188,
1426954.58335601,544209.968981013,5874,970514,2019,9,September,10,3,Tuesday,736,20190910073603,28,"Sideswipe, same direction",2,20,Inattention,,,35.230105,-80.919086,
1436001.58273101,541891.681481004,5875,971882,2019,9,September,2,2,Monday,1750,20190902175003,14,Pedestrian,2,,,,,35.224213,-80.888648,
1438898.09710601,506870.544606,5876,2244263,2021,10,October,21,5,Thursday,834,20211021083401,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.128154,-80.876734,
1491169.65585601,568878.775856003,5877,1092575,2021,4,April,28,4,Wednesday,1658,20210428165802,1,Ran off road right,2,33,Unable to determine,,,35.301096,-80.705499,
1468297.81898101,540019.657731012,5878,1123106,2021,10,October,23,7,Saturday,453,20211023045302,27,Head on,1,11,Crossed centerline/going wrong way,,,35.22071,-80.78041,
1466264.508356,511307.01835601,5879,1171657,2022,8,August,30,3,Tuesday,1442,20220830144204,23,"Left turn, same roadway",1,19,Failed to yield right of way,,,35.141729,-80.785488,
1484091.83023101,575443.397731006,5880,2244266,2022,4,April,30,7,Saturday,2010,20220430201000,24,"Left turn, different roadways",1,19,Failed to yield right of way,,,35.318794,-80.729601,
1464753.95398101,560418.234606013,5881,1040824,2020,6,June,12,6,Friday,2310,20200612231001,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.276574,-80.793508,
1451894.977731,565495.805856004,5882,1001289,2020,2,February,6,5,Thursday,1935,20200206193503,2,Ran off road left,2,7,Exceeded safe speed for conditions,,,35.289877,-80.836901,
1443369.81148101,571287.180856004,5883,1214206,2023,5,May,29,2,Monday,2133,20230529213300,13,Other non-collision*,1,11,Crossed centerline/going wrong way,,,35.30535,-80.86583,
1475696.14585601,582316.298356012,5884,1133590,2022,2,February,14,2,Monday,654,20220214065401,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.33727,-80.75815,
1471214.95960601,550330.646481007,5885,1124480,2021,11,November,4,5,Thursday,1755,20211104175502,14,Pedestrian,1,33,Unable to determine,,,35.24918,-80.77126,
1438485.00210601,546087.798981011,5886,1169821,2022,8,August,9,3,Tuesday,1111,20220809111100,21,"Rear end, slow or stop",1,33,Unable to determine,,,35.23587,-80.8806,
1468232.66210601,539551.262731001,5887,1130850,2022,1,January,12,4,Wednesday,318,20220112031802,2,Ran off road left,2,11,Crossed centerline/going wrong way,,,35.21942,-80.7806,
1452398.39335601,544475.896481007,5888,1002733,2020,2,February,2,1,Sunday,2000,20200202000301,22,"Rear end, turn",2,0,No contributing circumstance indicated,,,35.232157,-80.833913,
1481113.24023101,546342.752106011,5889,1004792,2019,11,November,23,7,Saturday,400,20191123040001,1,Ran off road right,1,30,Alcohol use,,,35.238705,-80.737877,
1474234.24960601,533685.710856006,5890,1240555,2023,12,December,25,2,Monday,1952,20231225195200,14,Pedestrian,1,34,Unknown,,,35.2036,-80.76016,
1480215.05460601,509882.920231014,5891,1194512,2022,12,December,15,5,Thursday,1936,20221215193601,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.138497,-80.738746,
1497345.99085601,560997.507731006,5892,971933,2019,9,September,17,3,Tuesday,603,20190917060304,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.279734,-80.684353,
1463168.21898101,580872.588356003,5893,969980,2019,9,September,7,7,Saturday,1012,20190907101200,2,Ran off road left,2,14,Overcorrected/oversteered,,,35.332687,-80.800063,
1442473.524606,503081.584606007,5894,1227811,2023,9,September,20,4,Wednesday,2332,20230920233200,1,Ran off road right,1,33,Unable to determine,,,35.11793,-80.86454,
1446406.33398101,555813.628981009,5895,1195768,2022,12,December,26,2,Monday,954,20221226095401,14,Pedestrian,2,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.262998,-80.854685,
1455742.947106,546172.807106003,5896,1023018,2020,4,April,17,6,Friday,2212,20200417221205,1,Ran off road right,1,30,Alcohol use,,,35.236988,-80.822819,
1438386.025231,525626.180856004,5897,1226275,2023,8,August,7,2,Monday,47,20230807004701,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.179653,-80.879634,
1461993.08273101,570126.490856007,5898,1135805,2022,3,March,9,4,Wednesday,1851,20220309185101,24,"Left turn, different roadways",1,19,Failed to yield right of way,,,35.303107,-80.803348,
1489221.119606,530406.566481009,5899,1008945,2020,3,March,13,6,Friday,1942,20200313194200,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.195311,-80.709808,
1483431.31773101,558078.077106014,5900,937190,2019,3,March,8,6,Friday,1842,20190308184204,14,Pedestrian,2,7,Exceeded safe speed for conditions,,,35.271056,-80.7308,
1447867.260856,542741.012106001,5901,1210890,2023,5,May,6,7,Saturday,1825,20230506182503,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.22716,-80.848976,
1446385.23835601,555803.102731004,5902,1110634,2021,7,July,10,7,Saturday,242,20210710024400,14,Pedestrian,1,4,Disregarded traffic signals,,,35.262968,-80.854755,
1465523.121481,577758.819606006,5903,1085670,2021,3,March,27,7,Saturday,2054,20210327205500,14,Pedestrian,2,32,Other*,,,35.32425,-80.79198,
1453058.807106,574681.233981013,5904,1203709,2023,3,March,3,6,Friday,1902,20230303190202,30,Angle,2,4,Disregarded traffic signals,,,35.31517,-80.83357,
1435022.133356,525474.216481,5905,1206715,2023,3,March,6,2,Monday,1954,20230306195404,19,Fixed object,2,33,Unable to determine,,,35.17906,-80.89088,
1439774.60835601,545061.637731001,5906,1080236,2021,1,January,17,1,Sunday,1612,20210117161205,15,Pedalcyclist,1,0,No contributing circumstance indicated,,,35.233118,-80.876217,
1477472.87648101,573758.365856007,5907,1212227,2023,5,May,17,4,Wednesday,1508,20230517150805,28,"Sideswipe, same direction",2,25,Followed too closely,,,35.313846,-80.751687,
1486558.38085601,523060.502106011,5908,1039997,2020,6,June,27,7,Saturday,1604,20200627160402,48,Median barrier face (non-guardrail),1,6,Exceeded authorized speed limit,,,35.175003,-80.718294,
1448495.79773101,563904.838356003,5909,1206657,2023,3,March,31,6,Friday,704,20230331070400,19,Fixed object,1,0,No contributing circumstance indicated,,,35.285333,-80.848191,
1452304.14148101,573772.048356012,5910,1143906,2022,6,June,1,4,Wednesday,140,20220601014000,27,Head on,1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.312634,-80.836043,
1467658.58460601,536842.101481006,5911,1128488,2021,12,December,15,4,Wednesday,1627,20211215162705,23,"Left turn, same roadway",2,9,Improper turn,,,35.211949,-80.782359,
1455245.133356,572845.257731006,5912,979124,2019,3,March,3,1,Sunday,2328,20190303232801,27,Head on,1,11,Crossed centerline/going wrong way,,,35.310237,-80.826129,
1461136.232106,533472.418356001,5913,982276,2019,9,September,29,1,Sunday,1430,20190929143002,14,Pedestrian,1,34,Unknown,,,35.202368,-80.803987,
1431893.70835601,554952.635856003,5914,1037770,2020,8,August,7,6,Friday,1813,20200807181300,5,Overturn/rollover,2,33,Unable to determine,,,35.259878,-80.903239,
1433355.04898101,542075.748981014,5915,1162561,2022,6,June,10,6,Friday,1840,20220610184000,21,"Rear end, slow or stop",2,20,Inattention,,,35.22458,-80.89752,
1430077.27335601,536893.185856014,5916,1108191,2021,7,July,4,1,Sunday,2338,20210704233803,14,Pedestrian,1,30,Alcohol use,,,35.21017,-80.90816,
1474777.87960601,564258.156481013,5917,1209182,2023,4,April,20,5,Thursday,356,20230420035601,21,"Rear end, slow or stop",1,29,Operated defective equipment,,,35.287616,-80.760155,
1420440.09398101,551921.986481011,5918,1193935,2022,12,December,11,1,Sunday,1517,20221211151701,2,Ran off road left,2,32,Other*,,,35.250943,-80.941402,
1444481.88148101,522962.238981009,5919,1084814,2021,3,March,23,3,Tuesday,1509,20210323150903,32,Other collision with vehicle*,2,33,Unable to determine,,,35.17265,-80.85907,
1442919.138356,537459.010856003,5920,1126784,2021,11,November,27,7,Saturday,552,20211127055200,28,"Sideswipe, same direction",2,33,Unable to determine,,,35.212395,-80.86521,
1471968.947731,556447.035231009,5921,1205116,2023,3,March,19,1,Sunday,414,20230319041401,28,"Sideswipe, same direction",2,6,Exceeded authorized speed limit,,,35.26602,-80.7691,
1451580.637106,533834.725856006,5922,1233898,2023,11,November,7,3,Tuesday,1931,20231107193103,24,"Left turn, different roadways",2,4,Disregarded traffic signals,,,35.202882,-80.835992,
1483344.681481,557800.397106007,5923,1123287,2021,10,October,25,2,Monday,723,20211025072305,21,"Rear end, slow or stop",2,8,Failure to reduce speed,,,35.270289,-80.731074,
1400277.02210601,495384.882731006,5924,1193649,2022,12,December,8,5,Thursday,520,20221208052001,23,"Left turn, same roadway",1,4,Disregarded traffic signals,,,35.094526,-81.005101,
1420241.778356,509570.100856006,5925,940140,2019,3,March,26,3,Tuesday,1204,20190326120402,21,"Rear end, slow or stop",2,20,Inattention,,,35.134585,-80.939295,
1416310.05023101,497825.605231002,5926,1226924,2023,9,September,13,4,Wednesday,2013,20230913201301,24,"Left turn, different roadways",1,34,Unknown,,,35.102109,-80.951671,
1445604.836481,571128.767731011,5927,1030999,2020,7,July,6,2,Monday,828,20200706082801,27,Head on,2,32,Other*,,,35.30503,-80.85833,
1505138.10898101,546425.80023101,5928,1172228,2022,9,September,8,5,Thursday,36,20220903003600,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.240062,-80.657432,
1492641.043981,573542.984606013,5929,973936,2019,9,September,27,6,Friday,641,20190927064109,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.313979,-80.700836,
1502915.555231,535675.978356004,5930,961563,2019,5,May,28,3,Tuesday,1025,20190528102500,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.210427,-80.664271,
1474080.78210601,509012.220856011,5931,1043693,2020,7,July,12,1,Sunday,2354,20200712235404,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.135808,-80.75921,
1428318.55023101,543492.732731014,5932,935858,2019,3,March,1,6,Friday,1117,20190301111703,24,"Left turn, different roadways",2,19,Failed to yield right of way,,,35.228207,-80.914473,
1456843.32023101,554896.80023101,5933,1126091,2021,11,November,19,6,Friday,837,20211119083701,14,Pedestrian,1,20,Inattention,,,35.26101,-80.81967,
1415143.715856,575652.716481,5934,1091204,2021,4,April,14,4,Wednesday,2053,20210414205302,1,Ran off road right,1,6,Exceeded authorized speed limit,,,35.315848,-80.960709,
1455216.81585601,522584.759606004,5935,1216995,2023,6,June,24,7,Saturday,2220,20230624222300,27,Head on,2,6,Exceeded authorized speed limit,,,35.17216,-80.82313,
1446591.92273101,559147.775856003,5936,1007664,2020,3,March,8,1,Sunday,2024,20200308202403,23,"Left turn, same roadway",2,19,Failed to yield right of way,,,35.272167,-80.854272,
1463941.292106,566116.548356012,5937,1200126,2023,2,February,1,4,Wednesday,1842,20230201184200,14,Pedestrian,2,28,Visibility obstructed,,,35.292188,-80.796576,
1477677.01835601,533656.892731011,5938,1134111,2022,2,February,19,7,Saturday,219,20220219021200,3,Ran off road straight ahead,1,6,Exceeded authorized speed limit,,,35.203688,-80.748635,
1439840.15835601,556473.965856001,5939,1040396,2020,4,April,6,2,Monday,106,20200406010602,2,Ran off road left,1,6,Exceeded authorized speed limit,,,35.264473,-80.87672,
1464350.262106,557390.441481009,5940,979138,2019,6,June,1,7,Saturday,2320,20190601232001,14,Pedestrian,1,0,No contributing circumstance indicated,,,35.268236,-80.794677,
1478533.637106,591269.941481009,5941,1117639,2021,8,August,30,2,Monday,301,20210830030102,1,Ran off road right,2,30,Alcohol use,,,35.362005,-80.749166,
1432547.58023101,509723.165231004,5942,2244265,2021,12,December,13,2,Monday,2049,20211213204901,14,Pedestrian,1,32,Other*,,,35.135659,-80.898152,
1476559.433981,539516.62835601,5943,1033858,2020,7,July,17,6,Friday,1730,20200717221404,2,Ran off road left,2,0,No contributing circumstance indicated,,,35.219732,-80.752722,
1481802.509606,516766.712731004,5944,1196443,2023,1,January,1,1,Sunday,1345,20230101134501,3,Ran off road straight ahead,2,14,Overcorrected/oversteered,,,35.157485,-80.733839,
1426537.23398101,505980.595231012,5945,1117458,2021,8,August,28,7,Saturday,215,20210828021500,21,"Rear end, slow or stop",1,26,"Operated vehicle in erratic, reckless, careless, negligent or aggressive manner",,,35.12506,-80.91801,
1464760.05273101,561251.337106004,5946,1168651,2022,8,August,6,7,Saturday,655,20220806065501,28,"Sideswipe, same direction",2,12,Improper lane change,,,35.278863,-80.793538,
1431332.37523101,542610.633356005,5947,1140259,2022,4,April,30,7,Saturday,1616,20220430161600,30,Angle,2,20,Inattention,,,35.225943,-80.904326,
1467823.79585601,553657.936481014,5948,1032639,2020,5,May,26,3,Tuesday,1118,20200526111900,14,Pedestrian,1,,,,,35.258154,-80.782817,
1450800.34460601,545900.342731014,5949,1222631,2023,8,August,8,3,Tuesday,309,20230808030900,19,Fixed object,2,3,Disregarded other traffic signs,,,35.235989,-80.839352,
1498248.712731,535713.09710601,5950,1042342,2020,7,July,20,2,Monday,1138,20200720113802,14,Pedestrian,1,8,Failure to reduce speed,,,35.210313,-80.679895,
1450959.823356,514883.042731002,5951,930660,2019,1,January,27,1,Sunday,1823,20190127182301,21,"Rear end, slow or stop",2,20,Inattention,,,35.150786,-80.836896,
1452001.90523101,573401.980231002,5952,1133284,2022,2,February,10,5,Thursday,2107,20220210210700,23,"Left turn, same roadway",1,8,Failure to reduce speed,,,35.311602,-80.837033,
